emotion,path
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/12b02Wa.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/12b02Wb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/12b02Wd.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/12b03La.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/12b03Ta.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/12b09Ac.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/12b09Td.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/12b09Wc.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/12b10Ac.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/12b10Ld.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/12b10Wa.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a01Ac.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a01Ea.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a01Ec.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a01Fd.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a01Lb.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a01Nb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a01Wb.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a02Ad.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a02Ec.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a02Fa.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a02Lc.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a02Nc.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a02Ta.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a02Wa.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a04Ac.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a04Fc.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a04Lb.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a04Ta.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a04Wc.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a05Aa.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a05Ea.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a05Lc.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a05Nb.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a05Tc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a05Wa.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a05Wc.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a07Fd.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a07Lb.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a07Na.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a07Tc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13a07Wb.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b01Ab.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b01Ec.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b01Fc.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b01Ld.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b01Nc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b01Wa.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b02Fb.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b02Lc.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b02Nb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b02Wa.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b03Ac.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b03Ed.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b03Fd.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b03Lb.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b03Na.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b03Td.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b03Wc.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b09Ab.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b09Ec.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b09Fb.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b09Fc.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b09La.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b09Na.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b09Wa.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b10Ec.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b10Fa.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b10La.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b10Nc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b10Wa.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/13b10Wc.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a01Aa.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a01Ac.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a01Ea.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a01Na.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a01Wa.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a01Wc.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a02Ab.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a02Ea.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a02Fd.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a02La.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a02Nc.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a02Tb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a02Wa.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a02Wc.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a04Aa.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a04Ed.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a04Lb.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a04Tb.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a04Tc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a04Wb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a04Wc.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a05Aa.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a05Ac.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a05Fa.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a05Fb.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a05Lb.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a05Na.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a05Ta.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a05Tc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a05Wa.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a05Wb.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a07Aa.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a07Eb.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a07Fd.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a07Lc.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a07Ld.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a07Na.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a07Tc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14a07Wc.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b01Ac.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b01Eb.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b01Fa.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b01Fc.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b01Na.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b01Wc.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b02Aa.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b02Fb.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b02Na.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b02Tc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b02Wb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b02Wd.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b03Ad.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b03Ed.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b03Lb.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b03Ta.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b03Wb.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b09Ac.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b09Ea.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b09Fc.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b09Lb.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b09Td.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b09Wa.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b09Wc.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b10Ad.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b10Eb.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b10Lb.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b10Nb.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b10Tc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/14b10Wc.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a01Ea.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a01Fb.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a01La.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a01Nb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a01Wa.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a02Ac.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a02Ea.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a02La.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a02Na.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a02Ta.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a02Wb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a02Wd.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a04Ab.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a04Ac.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a04Fd.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a04Nc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a04Wa.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a04Wb.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a05Eb.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a05Fb.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a05Lb.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a05Na.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a05Wa.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a07Ac.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a07Eb.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a07Fa.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a07Fb.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a07Ld.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15a07Nc.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b01Ec.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b01Lb.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b01Na.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b01Wc.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b02Aa.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b02Lb.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b02Nd.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b02Tc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b02Wa.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b02Wc.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b03Aa.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b03Lc.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b03Nb.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b03Tc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b03Wa.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b03Wb.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b09Ac.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b09Fa.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b09La.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b09Nb.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b09Ta.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b09Wb.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b10Ac.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b10Lc.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b10Nb.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b10Nc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/15b10Wa.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a01Ec.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a01Fc.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a01Lb.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a01Nc.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a01Tb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a01Wb.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a02Ea.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a02Ec.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a02Lb.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a02Nb.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a02Tc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a02Wb.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a04Ab.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a04Ea.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a04Fa.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a04La.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a04Lc.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a04Nc.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a04Tc.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a04Wb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a04Wc.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a05Ab.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a05Ea.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a05Fc.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a05La.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a05Tb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a05Wb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a05Wc.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a07Ea.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a07Fa.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a07Fb.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a07La.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a07Lb.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a07Nb.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a07Td.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16a07Wa.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b01Aa.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b01Eb.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b01Fa.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b01La.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b01Lc.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b01Tb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b01Wa.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b01Wb.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b02Aa.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b02Eb.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b02Fd.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b02Lb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b02Wb.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b03Ad.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b03Ea.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b03Fa.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b03Fd.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b03La.wav
neutral,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b03Nb.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b03Ta.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b03Wb.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b09Ab.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b09Eb.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b09Fb.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b09La.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b09Lb.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b09Wb.wav
fear,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b10Aa.wav
disgust,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b10Eb.wav
happy,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b10Fb.wav
boredom,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b10Lb.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b10Tb.wav
sad,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b10Td.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b10Wa.wav
angry,D:/speech_recognition/berlin/berlin-database-of-emotional-speech-emodb/wav/16b10Wb.wav
